X1,X2,X3,X4,X5,Y1
0.381,0.194,0.64,0.0796,0.408,0.124
0.379,0.18,0.642,0.0899,0.413,0.125
0.377,0.152,0.641,0.0591,0.42,0.125
0.376,0.15,0.637,0.0558,0.419,0.125
0.379,0.159,0.637,0.0775,0.418,0.125
0.383,0.181,0.634,0.0754,0.411,0.126
0.382,0.196,0.631,0.0617,0.404,0.126
0.383,0.173,0.643,0.0807,0.409,0.126
0.386,0.165,0.661,0.086,0.406,0.127
0.39,0.188,0.666,0.0674,0.399,0.127
0.393,0.191,0.67,0.0855,0.401,0.126
0.395,0.193,0.666,0.105,0.403,0.125
0.397,0.187,0.662,0.102,0.409,0.125
0.399,0.174,0.667,0.091,0.41,0.124
0.397,0.153,0.681,0.0858,0.41,0.124
0.397,0.154,0.7,0.0793,0.408,0.123
0.397,0.172,0.699,0.0713,0.405,0.122
0.398,0.174,0.691,0.0784,0.411,0.122
0.4,0.163,0.691,0.0672,0.414,0.121
0.402,0.178,0.693,0.0524,0.408,0.12
0.405,0.183,0.704,0.0703,0.409,0.12
0.407,0.178,0.717,0.0635,0.408,0.119
0.406,0.168,0.718,0.0664,0.41,0.119
0.404,0.146,0.718,0.0891,0.418,0.118
0.404,0.153,0.731,0.079,0.415,0.117
0.404,0.154,0.733,0.0834,0.412,0.117
0.404,0.162,0.722,0.0891,0.414,0.116
0.404,0.187,0.723,0.0761,0.412,0.116
0.406,0.194,0.732,0.0914,0.406,0.116
0.409,0.187,0.736,0.0775,0.404,0.117
0.41,0.184,0.729,0.0494,0.406,0.118
0.413,0.194,0.729,0.0313,0.405,0.119
0.416,0.184,0.736,0.0702,0.405,0.12
0.419,0.161,0.74,0.128,0.408,0.121
0.42,0.166,0.751,0.088,0.406,0.123
0.418,0.184,0.766,0.0407,0.407,0.124
0.417,0.185,0.77,0.0686,0.409,0.125
0.418,0.179,0.765,0.0817,0.408,0.126
0.418,0.165,0.766,0.0485,0.412,0.127
0.416,0.166,0.769,0.0549,0.411,0.128
0.413,0.184,0.777,0.0631,0.405,0.129
0.412,0.187,0.779,0.0872,0.401,0.131
0.413,0.181,0.773,0.104,0.402,0.132
0.419,0.179,0.769,0.068,0.409,0.133
0.437,0.174,0.772,0.064,0.415,0.134
0.453,0.195,0.783,0.05,0.411,0.135
0.447,0.19,0.794,0.0666,0.416,0.136
0.428,0.181,0.799,0.0862,0.419,0.115
0.406,0.185,0.804,0.0825,0.417,0.0866
0.388,0.17,0.812,0.0827,0.418,0.0866
0.379,0.151,0.793,0.0948,0.422,0.0866
0.371,0.158,0.756,0.108,0.424,0.153
0.36,0.169,0.738,0.113,0.421,0.255
0.351,0.161,0.724,0.0868,0.421,0.291
0.344,0.146,0.704,0.0649,0.418,0.314
0.339,0.16,0.682,0.0885,0.414,0.321
0.281,0.136,0.66,0.0972,0.428,0.328
0.169,0.0465,0.621,0.0963,0.437,0.335
0.122,0,0.589,0.104,0.429,0.342
0.136,0.00287,0.567,0.0791,0.422,0.371
0.149,0.00355,0.546,0.0546,0.417,0.395
0.268,0.0513,0.572,0.0614,0.402,0.376
0.415,0.116,0.614,0.0557,0.392,0.356
0.438,0.15,0.623,0.0835,0.402,0.313
0.44,0.151,0.673,0.127,0.4,0.27
0.443,0.147,0.736,0.106,0.401,0.164
0.445,0.182,0.754,0.0941,0.399,0.024
0.445,0.195,0.78,0.101,0.399,0.0221
0.446,0.185,0.782,0.092,0.406,0.0202
0.552,0.234,0.798,0.126,0.406,0.0289
0.67,0.313,0.841,0.0829,0.399,0.0514
0.67,0.307,0.865,0.0418,0.396,0.0738
0.664,0.306,0.902,0.0851,0.402,0.0733
0.654,0.326,0.917,0.0927,0.411,0.0425
0.645,0.346,0.91,0.0991,0.41,0.0301
0.636,0.354,0.887,0.0918,0.411,0.0416
0.63,0.351,0.87,0.0611,0.414,0.0753
0.623,0.336,0.86,0.0688,0.419,0.138
0.614,0.343,0.84,0.075,0.418,0.177
0.607,0.364,0.83,0.0614,0.413,0.186
0.608,0.348,0.828,0.0449,0.415,0.195
0.612,0.327,0.823,0.0392,0.421,0.203
0.506,0.276,0.783,0.0524,0.426,0.212
0.383,0.209,0.741,0.0532,0.428,0.221
0.389,0.197,0.727,0.0469,0.422,0.229
0.397,0.206,0.706,0.0464,0.412,0.238
0.402,0.192,0.692,0.0934,0.411,0.284
0.406,0.178,0.688,0.105,0.41,0.33
0.411,0.169,0.678,0.0671,0.413,0.314
0.414,0.158,0.689,0.0542,0.415,0.299
0.414,0.176,0.715,0.0368,0.409,0.231
0.415,0.173,0.724,0.052,0.406,0.156
0.418,0.171,0.724,0.0632,0.41,0.157
0.422,0.18,0.726,0.0473,0.411,0.159
0.42,0.153,0.73,0.0381,0.412,0.16
0.418,0.141,0.738,0.0526,0.415,0.162
0.417,0.154,0.734,0.0718,0.416,0.163
0.414,0.18,0.736,0.0984,0.411,0.165
0.414,0.18,0.738,0.136,0.409,0.166
0.417,0.172,0.734,0.0925,0.409,0.168
0.425,0.164,0.736,0.0681,0.411,0.169
0.482,0.192,0.738,0.0962,0.402,0.17
0.606,0.312,0.767,0.0574,0.383,0.174
0.675,0.398,0.814,0.0278,0.384,0.18
0.667,0.414,0.838,0.0419,0.394,0.139
0.66,0.42,0.841,0.0782,0.402,0.0814
0.651,0.42,0.854,0.0995,0.405,0.0828
0.643,0.424,0.846,0.0953,0.407,0.0842
0.639,0.418,0.815,0.0857,0.413,0.15
0.635,0.405,0.794,0.24,0.5,0.242
0.631,0.42,0.776,0.558,0.574,0.257
0.632,0.444,0.77,0.723,0.568,0.273
0.64,0.445,0.785,0.759,0.583,0.256
0.646,0.438,0.803,0.724,0.581,0.196
0.647,0.439,0.804,0.711,0.584,0.162
0.645,0.437,0.804,0.751,0.593,0.163
0.646,0.43,0.818,0.76,0.594,0.164
0.647,0.426,0.822,0.751,0.598,0.165
0.644,0.436,0.811,0.713,0.605,0.166
0.643,0.439,0.82,0.698,0.601,0.167
0.642,0.439,0.824,0.701,0.599,0.168
0.638,0.449,0.814,0.691,0.6,0.169
0.639,0.432,0.809,0.75,0.608,0.17
0.638,0.417,0.81,0.779,0.609,0.171
0.632,0.44,0.813,0.768,0.603,0.172
0.627,0.434,0.811,0.756,0.603,0.173
0.625,0.428,0.803,0.726,0.601,0.174
0.627,0.449,0.794,0.721,0.598,0.175
0.631,0.448,0.792,0.721,0.597,0.176
0.638,0.434,0.79,0.731,0.601,0.177
0.644,0.418,0.789,0.754,0.607,0.177
0.645,0.42,0.788,0.735,0.604,0.178
0.64,0.432,0.796,0.719,0.597,0.178
0.635,0.432,0.805,0.709,0.593,0.178
0.627,0.433,0.801,0.711,0.593,0.178
0.619,0.435,0.8,0.748,0.597,0.179
0.617,0.42,0.788,0.725,0.606,0.179
0.617,0.424,0.772,0.698,0.608,0.179
0.619,0.429,0.77,0.713,0.604,0.179
0.623,0.424,0.776,0.761,0.603,0.179
0.624,0.443,0.778,0.757,0.595,0.18
0.622,0.432,0.772,0.724,0.6,0.18
0.621,0.424,0.767,0.704,0.61,0.18
0.622,0.439,0.761,0.711,0.604,0.18
0.622,0.441,0.765,0.719,0.6,0.181
0.623,0.432,0.765,0.703,0.601,0.181
0.622,0.439,0.751,0.717,0.601,0.181
0.623,0.437,0.743,0.742,0.6,0.181
0.621,0.436,0.739,0.756,0.603,0.181
0.62,0.425,0.74,0.735,0.608,0.182
0.623,0.422,0.743,0.714,0.607,0.182
0.623,0.436,0.741,0.73,0.603,0.182
0.622,0.425,0.737,0.769,0.604,0.182
0.623,0.415,0.738,0.726,0.605,0.183
0.626,0.425,0.747,0.711,0.605,0.183
0.629,0.425,0.751,0.731,0.606,0.183
0.631,0.423,0.747,0.701,0.603,0.183
0.634,0.432,0.738,0.711,0.602,0.184
0.637,0.416,0.734,0.751,0.605,0.184
0.638,0.411,0.742,0.743,0.601,0.184
0.639,0.418,0.748,0.73,0.602,0.179
0.643,0.431,0.74,0.731,0.604,0.167
0.648,0.431,0.741,0.731,0.601,0.156
0.651,0.42,0.753,0.765,0.6,0.144
0.653,0.426,0.761,0.751,0.597,0.132
0.655,0.437,0.764,0.739,0.597,0.12
0.657,0.418,0.771,0.735,0.606,0.116
0.659,0.42,0.784,0.681,0.598,0.121
0.665,0.424,0.787,0.676,0.598,0.127
0.669,0.426,0.789,0.72,0.601,0.132
0.666,0.434,0.795,0.746,0.6,0.138
0.664,0.425,0.798,0.76,0.604,0.143
0.663,0.429,0.799,0.745,0.603,0.149
0.662,0.428,0.801,0.749,0.606,0.154
0.657,0.438,0.798,0.754,0.604,0.159
0.652,0.42,0.784,0.715,0.609,0.165
0.651,0.422,0.775,0.717,0.607,0.17
0.647,0.445,0.78,0.739,0.6,0.176
0.646,0.426,0.779,0.695,0.601,0.181
0.648,0.422,0.77,0.716,0.6,0.184
0.651,0.442,0.758,0.762,0.596,0.183
0.654,0.44,0.752,0.747,0.602,0.181
0.651,0.425,0.76,0.735,0.61,0.18
0.647,0.411,0.765,0.732,0.611,0.179
0.653,0.407,0.761,0.719,0.611,0.178
0.658,0.422,0.766,0.751,0.603,0.177
0.658,0.443,0.772,0.725,0.601,0.175
0.66,0.446,0.774,0.711,0.601,0.174
0.663,0.424,0.773,0.766,0.606,0.173
0.667,0.404,0.772,0.77,0.61,0.172
0.665,0.416,0.778,0.76,0.604,0.171
0.658,0.433,0.788,0.745,0.603,0.17
0.655,0.438,0.791,0.719,0.601,0.168
0.652,0.418,0.783,0.707,0.6,0.167
0.651,0.421,0.775,0.728,0.599,0.166
0.654,0.435,0.78,0.717,0.599,0.165
0.653,0.428,0.779,0.732,0.602,0.164
0.648,0.436,0.765,0.763,0.602,0.161
0.644,0.438,0.763,0.753,0.6,0.158
0.642,0.421,0.769,0.722,0.6,0.154
0.643,0.424,0.774,0.667,0.6,0.151
0.651,0.422,0.791,0.657,0.602,0.147
0.66,0.406,0.806,0.698,0.605,0.136
0.662,0.423,0.82,0.725,0.602,0.117
0.663,0.431,0.823,0.771,0.603,0.0974
0.666,0.425,0.823,0.832,0.604,0.0928
0.667,0.445,0.814,0.77,0.601,0.108
0.665,0.434,0.79,0.667,0.607,0.164
0.664,0.408,0.786,0.658,0.609,0.225
0.659,0.424,0.776,0.676,0.605,0.22
0.655,0.445,0.79,0.732,0.6,0.215
0.655,0.43,0.81,0.771,0.602,0.174
0.651,0.419,0.808,0.752,0.609,0.123
0.649,0.413,0.806,0.774,0.612,0.118
0.65,0.426,0.789,0.753,0.608,0.137
0.648,0.436,0.77,0.715,0.603,0.188
0.649,0.426,0.762,0.727,0.603,0.221
0.657,0.425,0.772,0.713,0.605,0.231
0.661,0.422,0.791,0.73,0.605,0.216
0.665,0.419,0.799,0.738,0.605,0.168
0.67,0.434,0.801,0.744,0.597,0.141
0.671,0.433,0.797,0.793,0.596,0.14
0.666,0.428,0.798,0.814,0.602,0.14
0.663,0.43,0.808,0.703,0.599,0.139
0.663,0.409,0.826,0.631,0.601,0.139
0.663,0.416,0.832,0.675,0.6,0.114
0.665,0.413,0.84,0.745,0.604,0.0881
0.667,0.419,0.845,0.801,0.606,0.103
0.664,0.432,0.839,0.746,0.606,0.118
0.661,0.422,0.828,0.701,0.61,0.133
0.657,0.416,0.811,0.687,0.61,0.148
0.658,0.411,0.803,0.695,0.612,0.163
0.663,0.431,0.791,0.748,0.608,0.178
0.666,0.432,0.786,0.779,0.607,0.193
0.667,0.427,0.783,0.787,0.607,0.208
0.666,0.431,0.79,0.771,0.603,0.207
0.667,0.423,0.802,0.751,0.6,0.186
0.669,0.419,0.806,0.721,0.597,0.165
0.67,0.421,0.823,0.705,0.596,0.144
0.673,0.428,0.843,0.724,0.598,0.122
0.673,0.412,0.861,0.703,0.606,0.101
0.667,0.426,0.887,0.694,0.595,0.0802
0.667,0.44,0.888,0.707,0.588,0.059
0.668,0.434,0.88,0.718,0.602,0.0559
0.667,0.421,0.876,0.743,0.613,0.0762
0.665,0.42,0.875,0.769,0.615,0.0966
0.664,0.423,0.845,0.788,0.617,0.202
0.663,0.431,0.787,0.712,0.612,0.352
0.664,0.427,0.76,0.667,0.608,0.413
0.665,0.423,0.753,0.698,0.607,0.447
0.665,0.441,0.757,0.69,0.601,0.388
0.664,0.444,0.754,0.72,0.599,0.306
0.662,0.427,0.756,0.74,0.604,0.296
0.662,0.405,0.753,0.748,0.609,0.285
0.662,0.427,0.74,0.737,0.6,0.275
0.659,0.451,0.737,0.73,0.595,0.264
0.66,0.442,0.739,0.716,0.597,0.254
0.66,0.431,0.75,0.707,0.598,0.231
0.656,0.414,0.767,0.767,0.604,0.19
0.654,0.418,0.767,0.806,0.603,0.16
0.653,0.444,0.778,0.77,0.596,0.143
0.652,0.455,0.804,0.718,0.591,0.127
0.654,0.445,0.809,0.697,0.596,0.111
0.655,0.424,0.806,0.701,0.601,0.0945
0.657,0.428,0.805,0.715,0.599,0.0926
0.66,0.437,0.798,0.73,0.602,0.109
0.664,0.435,0.793,0.723,0.607,0.126
0.665,0.439,0.792,0.727,0.602,0.143
0.66,0.419,0.779,0.727,0.604,0.181
0.656,0.422,0.762,0.714,0.605,0.22
0.654,0.443,0.757,0.734,0.597,0.225
0.656,0.425,0.751,0.72,0.604,0.229
0.659,0.421,0.734,0.718,0.612,0.233
0.657,0.435,0.736,0.762,0.605,0.238
0.652,0.427,0.731,0.749,0.603,0.242
0.651,0.431,0.723,0.705,0.603,0.246
0.653,0.448,0.715,0.702,0.597,0.251
0.658,0.45,0.702,0.709,0.588,0.255
0.659,0.434,0.697,0.701,0.598,0.26
0.655,0.422,0.693,0.688,0.604,0.264
0.653,0.425,0.691,0.642,0.602,0.268
0.649,0.44,0.692,0.608,0.604,0.273
0.649,0.429,0.675,0.65,0.611,0.277
0.655,0.426,0.655,0.665,0.612,0.281
0.658,0.427,0.644,0.697,0.61,0.288
0.663,0.424,0.643,0.821,0.601,0.299
0.665,0.425,0.65,0.792,0.598,0.297
0.664,0.419,0.65,0.712,0.6,0.277
0.661,0.435,0.648,0.716,0.595,0.257
0.656,0.44,0.643,0.654,0.599,0.238
0.654,0.438,0.635,0.763,0.6,0.226
0.654,0.421,0.628,0.755,0.604,0.224
0.651,0.428,0.622,0.696,0.607,0.223
0.651,0.421,0.619,0.77,0.608,0.221
0.654,0.414,0.621,0.793,0.608,0.22
0.654,0.421,0.622,0.739,0.604,0.218
0.655,0.426,0.621,0.699,0.603,0.216
0.655,0.426,0.615,0.697,0.607,0.215
0.647,0.419,0.611,0.702,0.608,0.213
0.646,0.442,0.608,0.716,0.597,0.212
0.646,0.424,0.604,0.682,0.601,0.21
0.639,0.419,0.598,0.695,0.607,0.209
0.632,0.439,0.593,0.703,0.603,0.207
0.631,0.423,0.589,0.665,0.609,0.206
0.639,0.408,0.584,0.763,0.617,0.21
0.639,0.432,0.581,0.841,0.607,0.223
0.632,0.429,0.579,0.78,0.603,0.235
0.629,0.414,0.582,0.76,0.609,0.248
0.63,0.415,0.592,0.764,0.609,0.211
0.628,0.403,0.597,0.766,0.609,0.153
0.624,0.422,0.594,0.743,0.597,0.153
0.621,0.44,0.586,0.755,0.592,0.152
0.617,0.426,0.589,0.742,0.601,0.152
0.618,0.407,0.592,0.702,0.605,0.152
0.617,0.424,0.581,0.713,0.601,0.152
0.617,0.428,0.573,0.746,0.601,0.152
0.619,0.42,0.576,0.754,0.604,0.152
0.618,0.431,0.584,0.745,0.605,0.151
0.62,0.433,0.586,0.742,0.604,0.151
0.624,0.427,0.576,0.737,0.602,0.151
0.626,0.423,0.571,0.748,0.606,0.151
0.625,0.427,0.582,0.732,0.604,0.151
0.622,0.425,0.584,0.713,0.601,0.151
0.617,0.443,0.577,0.708,0.601,0.153
0.622,0.434,0.586,0.702,0.606,0.159
0.632,0.435,0.592,0.707,0.601,0.164
0.637,0.427,0.585,0.724,0.602,0.17
0.642,0.43,0.576,0.732,0.599,0.175
0.647,0.442,0.586,0.729,0.594,0.181
0.647,0.42,0.602,0.726,0.601,0.176
0.645,0.428,0.61,0.734,0.599,0.158
0.646,0.431,0.623,0.735,0.597,0.14
0.647,0.403,0.614,0.714,0.61,0.122
0.647,0.421,0.596,0.711,0.611,0.131
0.649,0.433,0.594,0.715,0.605,0.158
0.653,0.426,0.595,0.713,0.605,0.162
0.656,0.424,0.602,0.718,0.605,0.165
0.655,0.43,0.609,0.718,0.602,0.169
0.65,0.435,0.61,0.716,0.602,0.173
0.648,0.428,0.61,0.721,0.606,0.177
0.65,0.43,0.604,0.73,0.602,0.181
0.656,0.407,0.592,0.743,0.605,0.184
0.661,0.409,0.584,0.75,0.606,0.188
0.663,0.43,0.596,0.739,0.602,0.192
0.669,0.427,0.609,0.714,0.604,0.171
0.67,0.418,0.606,0.714,0.607,0.141
0.672,0.428,0.608,0.744,0.602,0.142
0.678,0.438,0.609,0.739,0.601,0.143
0.678,0.438,0.61,0.709,0.599,0.144
0.671,0.446,0.608,0.714,0.598,0.145
0.664,0.461,0.615,0.716,0.594,0.146
0.663,0.452,0.627,0.712,0.596,0.147
0.658,0.433,0.628,0.731,0.604,0.149
0.653,0.412,0.625,0.731,0.607,0.15
0.654,0.426,0.615,0.754,0.606,0.151
0.657,0.428,0.606,0.775,0.608,0.152
0.663,0.397,0.609,0.731,0.616,0.153
0.664,0.416,0.611,0.72,0.612,0.154
0.662,0.417,0.615,0.757,0.608,0.156
0.665,0.4,0.618,0.761,0.603,0.157
0.665,0.402,0.61,0.727,0.605,0.158
0.665,0.422,0.61,0.71,0.604,0.159
0.667,0.436,0.62,0.722,0.602,0.16
0.667,0.422,0.63,0.714,0.604,0.161
0.666,0.429,0.631,0.692,0.68,0.162
0.665,0.443,0.621,0.726,0.761,0.164
0.666,0.435,0.612,0.769,0.76,0.165
0.665,0.438,0.603,0.746,0.779,0.177
0.662,0.446,0.59,0.743,0.783,0.203
0.664,0.437,0.584,0.749,0.781,0.23
0.665,0.439,0.58,0.728,0.787,0.244
0.664,0.435,0.573,0.728,0.79,0.24
0.66,0.435,0.573,0.733,0.786,0.237
0.656,0.435,0.578,0.763,0.789,0.234
0.653,0.417,0.576,0.767,0.795,0.231
0.658,0.396,0.571,0.727,0.805,0.227
0.665,0.418,0.567,0.734,0.803,0.224
0.666,0.442,0.564,0.748,0.793,0.221
0.665,0.432,0.558,0.744,0.797,0.217
0.663,0.411,0.554,0.731,0.804,0.214
0.662,0.421,0.555,0.674,0.803,0.211
0.658,0.429,0.554,0.744,0.802,0.208
0.654,0.418,0.549,0.772,0.801,0.204
0.657,0.425,0.546,0.712,0.799,0.201
0.659,0.441,0.55,0.729,0.794,0.198
0.656,0.43,0.549,0.721,0.794,0.194
0.656,0.411,0.543,0.745,0.803,0.191
0.661,0.417,0.544,0.747,0.798,0.188
0.662,0.432,0.545,0.718,0.794,0.186
0.663,0.414,0.549,0.771,0.797,0.185
0.666,0.4,0.549,0.749,0.797,0.184
0.666,0.427,0.55,0.702,0.793,0.183
0.666,0.445,0.554,0.726,0.787,0.183
0.667,0.435,0.551,0.729,0.787,0.182
0.667,0.432,0.55,0.74,0.794,0.181
0.666,0.438,0.548,0.74,0.795,0.18
0.664,0.434,0.549,0.695,0.795,0.18
0.665,0.434,0.553,0.745,0.793,0.179
0.669,0.451,0.562,0.776,0.794,0.178
0.67,0.423,0.57,0.724,0.801,0.177
0.667,0.386,0.573,0.749,0.801,0.177
0.666,0.407,0.576,0.76,0.796,0.176
0.666,0.41,0.567,0.745,0.8,0.175
0.664,0.406,0.555,0.719,0.803,0.175
0.659,0.43,0.552,0.684,0.795,0.174
0.656,0.438,0.55,0.718,0.796,0.173
0.658,0.422,0.545,0.752,0.799,0.172
0.664,0.407,0.541,0.735,0.805,0.172
0.666,0.421,0.539,0.738,0.803,0.171
0.668,0.442,0.546,0.724,0.788,0.17
0.669,0.439,0.556,0.687,0.785,0.169
0.664,0.419,0.556,0.76,0.795,0.169
0.662,0.42,0.551,0.717,0.798,0.168
0.666,0.427,0.496,0.682,0.8,0.167
0.674,0.417,0.406,0.723,0.813,0.361
0.679,0.425,0.35,0.713,0.802,0.686
0.68,0.43,0.345,0.709,0.786,0.781
0.68,0.426,0.371,0.668,0.787,0.59
0.679,0.436,0.381,0.737,0.788,0.317
0.679,0.425,0.386,0.725,0.796,0.293
0.676,0.417,0.436,0.763,0.791,0.305
0.672,0.424,0.509,0.753,0.787,0.188
0.668,0.425,0.53,0.713,0.793,0.0285
0.665,0.428,0.534,0.72,0.79,0.0343
0.664,0.429,0.512,0.726,0.796,0.0402
0.663,0.449,0.475,0.691,0.798,0.0777
0.664,0.443,0.467,0.691,0.799,0.157
0.665,0.442,0.468,0.708,0.796,0.2
0.664,0.44,0.467,0.698,0.8,0.197
0.662,0.439,0.465,0.747,0.8,0.194
0.66,0.443,0.464,0.758,0.795,0.19
0.662,0.422,0.467,0.766,0.798,0.187
0.669,0.421,0.474,0.769,0.796,0.184
0.673,0.438,0.484,0.683,0.79,0.181
0.675,0.44,0.485,0.714,0.792,0.177
0.672,0.451,0.485,0.768,0.785,0.174
0.665,0.438,0.492,0.691,0.79,0.171
0.66,0.403,0.491,0.734,0.803,0.168
0.657,0.401,0.486,0.766,0.803,0.165
0.652,0.426,0.48,0.75,0.799,0.161
0.645,0.424,0.475,0.764,0.8,0.161
0.646,0.408,0.465,0.725,0.803,0.164
0.648,0.427,0.462,0.736,0.798,0.168
0.648,0.426,0.459,0.773,0.796,0.171
0.652,0.425,0.456,0.732,0.797,0.174
0.652,0.431,0.456,0.729,0.797,0.177
0.655,0.427,0.457,0.72,0.795,0.181
0.663,0.423,0.464,0.725,0.799,0.184
0.665,0.425,0.477,0.753,0.793,0.182
0.664,0.429,0.486,0.737,0.79,0.174
0.663,0.419,0.486,0.745,0.798,0.166
0.662,0.44,0.488,0.745,0.798,0.158
0.657,0.425,0.49,0.721,0.806,0.149
0.65,0.421,0.486,0.735,0.795,0.15
0.65,0.43,0.475,0.788,0.872,0.161
0.656,0.411,0.465,0.895,0.941,0.172
0.662,0.413,0.469,0.942,0.929,0.184
0.663,0.425,0.474,0.906,0.962,0.195
0.667,0.441,0.486,0.909,0.969,0.179
0.668,0.43,0.495,0.899,0.974,0.151
0.667,0.424,0.491,0.884,0.981,0.152
0.665,0.42,0.491,0.903,0.992,0.153
0.666,0.433,0.5,0.911,0.991,0.155
0.665,0.427,0.5,0.933,0.994,0.156
0.665,0.408,0.502,0.935,0.994,0.157
0.668,0.423,0.498,0.854,0.985,0.158
0.668,0.431,0.486,0.92,0.987,0.16
0.67,0.411,0.482,0.984,0.993,0.161
0.672,0.4,0.482,0.92,0.997,0.162
0.67,0.424,0.481,0.932,0.989,0.163
0.667,0.425,0.49,0.929,0.984,0.164
0.665,0.418,0.503,0.934,0.987,0.166
0.663,0.421,0.495,0.964,0.987,0.167
0.661,0.43,0.484,0.906,0.986,0.168
0.659,0.422,0.482,0.882,0.995,0.169
0.659,0.428,0.482,0.916,0.991,0.169
0.66,0.45,0.484,0.932,0.984,0.168
0.663,0.451,0.484,0.948,0.985,0.168
0.665,0.446,0.482,0.922,0.984,0.168
0.668,0.417,0.48,0.922,0.988,0.168
0.671,0.417,0.477,0.935,0.984,0.168
0.669,0.433,0.482,0.887,0.984,0.168
0.666,0.422,0.493,0.903,0.99,0.168
0.668,0.427,0.491,0.948,0.983,0.167
0.671,0.427,0.489,0.953,0.986,0.167
0.672,0.427,0.497,0.938,0.986,0.166
0.676,0.426,0.497,0.935,0.982,0.165
0.676,0.427,0.488,0.97,0.984,0.164
0.675,0.427,0.489,0.926,0.988,0.164
0.676,0.423,0.495,0.847,0.988,0.163
0.674,0.429,0.502,0.914,0.986,0.162
0.672,0.427,0.506,0.962,0.985,0.161
0.673,0.441,0.497,0.922,0.986,0.161
0.67,0.415,0.486,0.946,1,0.16
0.668,0.398,0.486,0.914,0.998,0.159
0.668,0.411,0.491,0.944,0.993,0.159
0.668,0.415,0.494,1,0.995,0.158
0.665,0.417,0.491,0.907,0.994,0.157
0.662,0.429,0.493,0.918,0.989,0.156
0.661,0.448,0.494,0.973,0.982,0.156
0.661,0.454,0.489,0.923,0.979,0.155
0.658,0.436,0.487,0.936,0.983,0.154
0.662,0.43,0.481,0.933,0.985,0.153
0.667,0.424,0.479,0.918,0.992,0.153
0.668,0.427,0.482,0.926,0.988,0.152
0.669,0.433,0.488,0.918,0.98,0.151
0.665,0.442,0.488,0.929,0.981,0.15
0.66,0.437,0.485,0.919,0.982,0.15
0.661,0.41,0.486,0.897,0.987,0.149
0.662,0.422,0.484,0.935,0.99,0.148
0.666,0.438,0.483,0.937,0.988,0.147
0.672,0.428,0.492,0.926,0.992,0.147
0.674,0.431,0.499,0.928,0.988,0.146
0.672,0.448,0.502,0.875,0.978,0.145
0.671,0.441,0.51,0.918,0.981,0.144
0.669,0.435,0.514,0.974,0.978,0.144
0.669,0.434,0.517,0.936,0.98,0.145
0.668,0.431,0.509,0.943,0.989,0.146
0.666,0.429,0.5,0.947,0.986,0.146
0.665,0.428,0.504,0.949,0.986,0.147
0.66,0.406,0.505,0.95,0.995,0.148
0.658,0.416,0.51,0.929,0.992,0.149
0.657,0.437,0.509,0.947,0.988,0.149
0.652,0.434,0.503,0.934,0.989,0.15
0.65,0.428,0.501,0.895,0.99,0.151
0.651,0.437,0.5,0.909,0.987,0.152
0.653,0.442,0.505,0.949,0.983,0.152
0.658,0.437,0.513,0.927,0.983,0.153
0.662,0.406,0.517,0.906,0.992,0.154
0.662,0.417,0.524,0.882,0.99,0.154
0.658,0.431,0.535,0.904,0.988,0.155
0.656,0.43,0.539,0.937,0.983,0.156
0.655,0.432,0.542,0.904,0.982,0.157
0.656,0.431,0.537,0.911,0.983,0.157
0.658,0.426,0.534,0.914,0.981,0.158
0.661,0.428,0.53,0.958,0.985,0.159
0.661,0.438,0.528,0.943,0.983,0.16
0.658,0.418,0.536,0.89,0.987,0.16
0.655,0.432,0.536,0.911,0.985,0.161
0.653,0.421,0.536,0.914,0.99,0.162
0.653,0.407,0.535,0.92,0.997,0.163
0.656,0.423,0.535,0.953,0.994,0.163
0.658,0.429,0.529,0.931,0.995,0.164
0.658,0.407,0.523,0.951,1,0.166
0.659,0.419,0.516,0.962,0.991,0.169
0.659,0.423,0.51,0.925,0.988,0.172
0.658,0.422,0.514,0.897,0.989,0.175
0.657,0.441,0.519,0.91,0.981,0.179
0.658,0.425,0.518,0.957,0.988,0.182
0.656,0.418,0.522,0.953,0.991,0.185
0.652,0.436,0.52,0.873,0.986,0.188
0.651,0.446,0.511,0.875,0.986,0.192
0.652,0.426,0.508,0.921,0.991,0.195
0.65,0.422,0.501,0.931,0.993,0.198
0.651,0.44,0.491,0.938,0.99,0.201
0.659,0.423,0.497,0.897,0.993,0.205
0.664,0.428,0.505,0.902,0.99,0.208
0.666,0.427,0.498,0.944,0.986,0.211
0.668,0.416,0.497,0.921,0.987,0.211
0.668,0.422,0.505,0.917,0.992,0.207
0.669,0.422,0.509,0.922,0.989,0.203
0.671,0.44,0.513,0.913,0.981,0.199
0.67,0.445,0.507,0.922,0.982,0.195
0.669,0.446,0.5,0.912,0.982,0.191
0.67,0.427,0.497,0.926,0.993,0.187
0.669,0.424,0.492,0.876,0.958,0.183
0.668,0.443,0.489,0.735,0.884,0.179
0.665,0.437,0.483,0.706,0.814,0.175
0.663,0.424,0.481,0.711,0.781,0.171
0.669,0.427,0.486,0.722,0.795,0.167
0.67,0.429,0.488,0.725,0.794,0.163
0.668,0.415,0.49,0.731,0.799,0.159
0.668,0.434,0.497,0.77,0.791,0.155
0.67,0.431,0.499,0.766,0.791,0.151
0.669,0.43,0.498,0.718,0.794,0.147
0.668,0.436,0.5,0.734,0.79,0.143
0.668,0.416,0.5,0.765,0.794,0.139
