Fg,RPM,Fs,Fa,Fb,Fc,Fh,Fw,pressure,Fremoved,S,DO2,P,V,Wt,pH,T,Q,CO2outgas,Fpaa,PAA_offline,Foil,NH3_offline,OUR,O2,P_offline,X_offline,CER,NH3_shots,Viscosity_offline,Fault_ref,Control_ref,PAT_ref,Batch_ref,Batch_ref
65,100,75,0,52.238,6.0724,48.225,250,0.9,0,0.0012941,10.297,32.864,80197,90618,6.4852,297.91,145.31,1.7647,8,0,23,0,1.2628,0.19074,0,0,1.4385,0,0,0,1,0,0,1
65,100,75,0,58.65,1.8217,0.0001,250,0.9,0,0.0013515,10.293,32.867,80268,90699,6.4846,297.84,118.1,1.7648,8,0,23,0,1.2632,0.19074,0,0,1.4386,0,0,0,1,0,0,1
65,100,75,0,65.329,0.54651,64.238,250,0.9,0,0.0013722,10.312,32.87,80340,90781,6.4862,297.92,148.9,1.765,8,0,23,0,1.2687,0.19069,0,0,1.4388,0,0,0,1,0,0,1
65,100,75,0,71.343,0.16395,0.0001,250,0.9,0,0.0013897,10.332,32.872,80414,90864,6.4921,297.85,122.05,1.7653,8,0,23,0,1.2618,0.19075,0,0,1.439,0,0,0,1,0,0,1
65,100,75,0,75.006,0.049186,70.297,250,0.9,0,0.0014157,10.331,32.875,80488,90948,6.4998,297.95,158.3,1.7655,8,0,23,0,1.2693,0.19068,0,0,1.4392,0,0,0,1,0,0,1
65,100,75,0,75.605,0.014756,0.0001,250,0.9,-4000,0.0014147,10.368,32.877,79871,90233,6.5358,297.88,131.47,1.7563,8,0,23,0,1.2493,0.19087,0,0,1.4315,0,0,0,1,0,0,1
65,100,75,0,61.722,0.0044268,68.864,250,0.9,-4000,0.001414,10.318,32.88,79251,89514,6.5642,297.97,166.56,1.7421,8,0,23,0,1.2433,0.19095,0,0,1.4197,0,0,0,1,0,0,1
65,100,75,0.51802,30.861,27.351,6.8864,250,0.9,-4000,0.0014949,10.119,32.886,78625,88790,6.5653,297.9,139.36,1.7275,8,0,23,0,1.2729,0.19073,0,0,1.4075,0,0,0,1,0,0,1
65,100,75,1.0392,15.43,8.2052,92.327,250,0.9,-4000,0.0015126,10.036,32.893,77996,88062,6.5514,298.04,193.56,1.7129,8,0,23,0,1.2917,0.19059,0,0,1.3953,0,0,0,1,0,0,1
65,100,75,1.561,7.7152,54.24,9.2327,250,0.9,-4000,0.001532,10.002,32.901,77366,87333,6.5294,297.95,161.06,1.6983,8,0,23,0,1.2885,0.19065,0,0,1.3831,0,0,0,1,0,0,1
65,100,75,0,0,24.777,0.92327,250,0.9,-4000,0.0015416,9.9788,32.909,76734,86603,6.5029,297.87,129.63,1.6837,8,0,23,0,1.2709,0.19083,0,0,1.371,0,0,0,1,0,0,1
65,100,75,0,0,7.4331,54.797,250,0.9,-4000,0.0015649,9.9793,32.917,76102,85872,6.4778,297.93,151.03,1.6691,8,0,23,0,1.2525,0.19102,0,0,1.3589,0,0,0,1,0,0,1
65,100,75,0,9.396,2.2299,0.0001,250,0.9,-4000,0.0015313,10.066,32.924,75472,85143,6.463,297.85,124.7,1.6545,8,0,23,0,1.2207,0.19132,0,0,1.3467,0,0,0,1,0,0,1
65,100,75,0,24.678,0.66898,67.409,250,0.9,-4000,0.0016051,10.12,32.93,74845,84418,6.4613,297.95,159.37,1.64,8,0,23,0,1.1954,0.19157,0,0,1.3346,0,0,0,1,0,0,1
65,100,75,0,40.656,0.20069,0.0001,250,0.9,-4000,0.0016445,10.212,32.935,74221,83695,6.4737,297.88,133.76,1.6255,8,0,23,0,1.157,0.19193,0,0,1.3226,0,0,0,1,0,0,1
65,100,75,0,51.63,0.060208,69.639,250,0.9,0,0.0016411,10.265,32.938,74291,83775,6.4688,297.98,170.68,1.6208,8,0,23,0,1.1504,0.192,0,0,1.3186,0,0,0,1,0,0,1
65,100,75,0,64.69,31.522,6.9639,250,0.9,0,0.0016366,10.358,32.94,74364,83857,6.4734,297.9,142.34,1.6207,8,0,23,0,1.1212,0.19225,0,0,1.3186,0,0,0,1,0,0,1
65,100,75,0,75.82,9.4565,100.36,250,0.9,0,0.0016077,10.427,32.941,74439,83942,6.4861,298.07,203.76,1.621,8,0,23,0,1.1165,0.19229,0,0,1.3189,0,0,0,1,0,0,1
65,100,75,0,81.888,65.31,10.036,250,0.9,0,0.0016316,10.453,32.941,74515,84028,6.4989,297.97,167.95,1.6214,8,0,23,0,1.1095,0.19235,0,0,1.3191,0,0,0,1,0,0,1
65,100,75,0,82.832,32.469,1.0036,250,0.9,0,0.0016188,10.473,32.942,74592,84114,6.5103,297.88,133.92,1.6217,8,0,23,0,1.1046,0.19239,0,0,1.3194,0,0,0,1,0,0,1
65,100,75,0,79.236,9.7408,60.017,250,0.9,0,0.0015735,10.491,32.942,74667,84199,6.5199,297.95,159.19,1.622,8,0,23,0,1.1038,0.1924,0,0,1.3197,0,0,0,1,0,0,1
65,100,75,0,71.806,2.9222,0.0001,250,0.9,0,0.0015965,10.446,32.943,74741,84283,6.5245,297.88,132.67,1.6223,8,0,23,0,1.1078,0.19236,0,0,1.32,0,0,0,1,0,0,1
65,100,75,0,62.543,0.87667,67.228,250,0.9,0,0.0016025,10.412,32.944,74814,84365,6.5229,297.97,167.09,1.6227,8,0,23,0,1.1083,0.19236,0,0,1.3202,0,0,0,1,0,0,1
65,100,75,0,53.917,29.63,6.7228,250,0.9,0,0.0016015,10.372,32.946,74884,84445,6.5137,297.89,137.98,1.623,8,0,23,0,1.1153,0.1923,0,0,1.3205,0,0,0,1,0,0,1
65,100,75,0,48.999,8.8889,99.372,250,0.9,0,0.001594,10.353,32.949,74954,84524,6.503,298.06,198.59,1.6233,8,0,23,0,1.1261,0.1922,0,0,1.3208,0,0,0,1,0,0,1
65,100,75,0,48.304,63.132,9.9372,250,0.9,0,0.0015822,10.354,32.951,75023,84603,6.4925,297.96,161.93,1.6236,8,0,23,0,1.1337,0.19214,0,0,1.321,0,0,0,1,0,0,1
65,100,75,0,51.836,29.178,0.99372,250,0.9,0,0.0015565,10.396,32.953,75094,84683,6.4875,297.86,128.27,1.6239,8,0,23,0,1.1271,0.19219,0,0,1.3213,0,0,0,1,0,0,1
65,100,75,0,57.346,8.7533,58.846,250,0.9,0,0.0015094,10.463,32.955,75165,84763,6.4863,297.93,152.67,1.6242,8,0,23,0,1.1116,0.19233,0,0,1.3215,0,0,0,1,0,0,1
65,100,75,0,63.34,2.626,0.0001,250,0.9,0,0.0015246,10.49,32.955,75237,84845,6.4886,297.86,126.18,1.6244,8,0,23,0,1.1129,0.19232,0,0,1.3217,0,0,0,1,0,0,1
65,100,75,0,68.409,0.78779,69.536,250,0.9,0,0.0015724,10.493,32.956,75311,84928,6.4935,297.96,162.68,1.6247,8,0,23,0,1.1118,0.19233,0,0,1.3219,0,0,0,1,0,0,1
65,100,75,0,71.504,30.633,6.9536,250,0.9,0,0.0015251,10.549,32.956,75385,85012,6.501,297.88,133.78,1.625,8,0,23,0,1.0997,0.19243,0,0,1.3222,0,0,0,1,0,0,1
65,100,75,0,71.614,9.1898,103.56,250,0.9,0,0.0015904,10.507,32.956,75459,85095,6.5074,298.06,197.93,1.6253,8,0,23,0,1.1135,0.19231,0,0,1.3224,0,0,0,1,0,0,1
65,100,75,0,69.183,65.973,10.356,250,0.9,0,0.0015742,10.528,32.956,75532,85178,6.5098,297.96,161.78,1.6255,8,0,23,0,1.1058,0.19238,0,0,1.3226,0,0,0,1,0,0,1
65,100,75,0,65.801,32.563,1.0356,250,0.9,0,0.0015175,10.553,32.955,75605,85260,6.5118,297.86,128.09,1.6258,8,0,23,0,1.1021,0.19241,0,0,1.3228,0,0,0,1,0,0,1
65,100,75,0,61.599,9.7688,62.588,250,0.9,0,0.0014749,10.559,32.954,75677,85342,6.5094,297.94,155.77,1.626,8,0,23,0,1.1077,0.19236,0,0,1.323,0,0,0,1,0,0,1
65,100,75,0,58.358,2.9306,0.0001,250,0.9,0,0.0014334,10.578,32.954,75749,85422,6.5046,297.87,129.16,1.6262,8,0,23,0,1.1012,0.19241,0,0,1.3232,0,0,0,1,0,0,1
65,100,75,0,57.048,0.87919,70.203,250,0.9,0,0.0014618,10.561,32.953,75820,85503,6.4974,297.97,166.08,1.6264,8,0,23,0,1.1027,0.1924,0,0,1.3233,0,0,0,1,0,0,1
65,100,75,0,58.632,31.223,7.0203,250,0.9,0,0.0014157,10.593,32.952,75892,85583,6.4928,297.89,137.36,1.6266,8,0,23,0,1.1143,0.1923,0,0,1.3235,0,0,0,1,0,0,1
65,100,75,0,62.041,9.3669,101.95,250,0.9,0,0.0014038,10.64,32.95,75964,85665,6.4925,298.06,199.8,1.6267,8,0,23,0,1.0994,0.19243,0,0,1.3236,0,0,0,1,0,0,1
65,100,75,0,65.552,64.512,10.195,250,0.9,0,0.0013609,10.694,32.947,76036,85747,6.4959,297.96,161.78,1.6269,8,0,23,0,1.0898,0.19251,0,0,1.3237,0,0,0,1,0,0,1
65,100,75,0,67.681,29.774,1.0195,250,0.9,0,0.0014024,10.687,32.944,76110,85829,6.4958,297.86,127.56,1.627,8,0,23,0,1.0922,0.19249,0,0,1.3238,0,0,0,1,0,0,1
65,100,75,0,69.877,8.9322,59.134,250,0.9,0,0.0014548,10.669,32.941,76183,85912,6.496,297.93,152.03,1.6272,8,0,23,0,1.0939,0.19248,0,0,1.324,0,0,0,1,0,0,1
65,100,75,0,72.004,2.6797,0.0001,250,0.9,0,0.0014365,10.701,32.938,76257,85995,6.4977,297.86,125.27,1.6273,8,0,23,0,1.0869,0.19254,0,0,1.3241,0,0,0,1,0,0,1
65,100,75,0,73.426,0.8039,69.639,250,0.9,0,0.0014694,10.693,32.936,76332,86079,6.4993,297.96,161.62,1.6275,8,0,23,0,1.0892,0.19252,0,0,1.3242,0,0,0,1,0,0,1
65,100,75,0,74.225,30,6.9639,250,0.9,0,0.001459,10.708,32.933,76406,86162,6.5041,297.88,132.18,1.6277,8,0,23,0,1.087,0.19253,0,0,1.3244,0,0,0,1,0,0,1
65,100,75,0,73.087,8.9999,103.36,250,0.9,0,0.0014912,10.686,32.931,76481,86246,6.5062,298.05,195.92,1.6278,8,0,23,0,1.0944,0.19247,0,0,1.3245,0,0,0,1,0,0,1
65,100,75,0,71.148,64.468,10.336,250,0.9,0,0.0015043,10.651,32.929,76554,86329,6.5066,297.95,158.93,1.628,8,0,23,0,1.1165,0.19228,0,0,1.3247,0,0,0,1,0,0,1
65,100,75,0,69.037,19.34,147.89,250,0.9,0,0.0015536,10.597,32.927,76628,86412,6.5088,298.22,258.78,1.6282,8,0,23,0,1.1459,0.19202,0,0,1.3249,0,0,0,1,0,0,1
65,100,75,0,66.034,111.21,14.789,250,0.9,0,0.0015403,10.585,32.926,76701,86494,6.5118,298.09,211.03,1.6284,8,0,23,0,1.1589,0.19191,0,0,1.325,0,0,0,1,0,0,1
65,100,75,0,61.836,72.915,1.4789,250,0.9,0,0.0015229,10.577,32.925,76773,86575,6.5115,297.96,162.26,1.6287,8,0,23,0,1.1639,0.19187,0,0,1.3252,0,0,0,1,0,0,1
65,100,75,0,57.775,31.868,0.14789,250,0.9,0,0.0015494,10.554,32.924,76844,86656,6.5081,297.86,126.09,1.6289,8,0,23,0,1.1616,0.19188,0,0,1.3254,0,0,0,1,0,0,1
65,100,75,0,55.062,9.5605,56.128,250,0.9,0,0.0015363,10.558,32.924,76915,86736,6.5042,297.92,147.56,1.6291,8,0,23,0,1.164,0.19186,0,0,1.3256,0,0,0,1,0,0,1
65,100,75,0,53.894,2.8681,0.0001,250,0.9,0,0.001442,10.598,32.922,76985,86815,6.5014,297.85,120.67,1.6292,8,0,23,0,1.1741,0.19178,0,0,1.3257,0,0,0,1,0,0,1
65,100,75,0,53.854,0.86044,69.818,250,0.9,0,0.0014417,10.609,32.921,77055,86895,6.4973,297.94,157.08,1.6294,8,0,23,0,1.1723,0.19179,0,0,1.3258,0,0,0,1,0,0,1
65,100,90,0,55.477,0.25813,0.0001,250,0.9,0,0.0021317,10.304,32.921,77129,86979,6.4873,297.87,130.69,1.6298,7,1970.7,23,2103.7,1.2308,0.19128,32.924,23.4,1.3261,0,73.889,0,1,0,0,1
65,100,90,0,61.115,0.07744,71.376,250,0.9,0,0.002159,10.326,32.921,77203,87064,6.4831,297.97,168.35,1.6303,7,0,23,0,1.2362,0.19123,0,0,1.3266,0,0,0,1,0,0,1
65,100,90,0,68.376,30.685,7.1376,250,0.9,0,0.0021754,10.345,32.92,77280,87150,6.4822,297.9,140.12,1.6309,7,0,23,0,1.2388,0.19121,0,0,1.3271,0,0,0,1,0,0,1
65,100,90,0,76.019,9.2055,98.964,250,0.9,0,0.0021232,10.405,32.919,77357,87238,6.4859,298.06,199.58,1.6315,7,0,23,0,1.2287,0.1913,0,0,1.3276,0,0,0,1,0,0,1
65,100,90,0,82.179,60.848,9.8964,250,0.9,0,0.001995,10.496,32.917,77436,87327,6.4951,297.96,163.99,1.6321,7,0,23,0,1.2076,0.19148,0,0,1.328,0,0,0,1,0,0,1
65,100,90,0,84.627,28.989,0.98964,250,0.9,0,0.001974,10.513,32.916,77515,87416,6.5067,297.87,129.94,1.6326,7,0,23,0,1.2032,0.19152,0,0,1.3285,0,0,0,1,0,0,1
65,100,90,0,82.475,8.6967,58.219,250,0.9,0,0.0020291,10.488,32.914,77594,87505,6.5142,297.93,153.27,1.6331,7,0,23,0,1.2047,0.1915,0,0,1.3289,0,0,0,1,0,0,1
65,100,90,0,77.316,2.609,0.0001,250,0.9,0,0.0018867,10.516,32.913,77672,87593,6.5177,297.86,126.08,1.6336,7,0,23,0,1.2078,0.19147,0,0,1.3293,0,0,0,1,0,0,1
65,100,90,0,70.75,0.7827,67.675,250,0.9,0,0.0018959,10.476,32.913,77748,87680,6.5148,297.95,160.18,1.634,7,0,23,0,1.2174,0.19139,0,0,1.3297,0,0,0,1,0,0,1
65,100,90,0,65.38,27.432,6.7675,250,0.9,0,0.0018839,10.444,32.913,77824,87766,6.5102,297.88,132.53,1.6345,7,0,23,0,1.2346,0.19124,0,0,1.33,0,0,0,1,0,0,1
65,100,90,0,61.844,8.2296,96.511,250,0.9,0,0.0018596,10.432,32.913,77899,87850,6.5026,298.03,190.37,1.6349,7,0,23,0,1.2481,0.19112,0,0,1.3304,0,0,0,1,0,0,1
65,100,90,0,61.32,57.243,9.6511,250,0.9,0,0.0018904,10.396,32.913,77973,87935,6.4972,297.95,158.34,1.6354,7,0,23,0,1.2691,0.19094,0,0,1.3308,0,0,0,1,0,0,1
65,100,90,0,62.962,17.173,131.77,250,0.9,0,0.0018831,10.42,32.912,78048,88020,6.4945,298.18,244.89,1.6358,7,0,23,0,1.2735,0.1909,0,0,1.3312,0,0,0,1,0,0,1
65,100,90,0,65.675,95.02,13.177,250,0.9,0,0.0018586,10.445,32.912,78123,88105,6.4919,298.07,204.78,1.6363,7,0,23,0,1.2689,0.19094,0,0,1.3316,0,0,0,1,0,0,1
65,100,90,0,69.421,63.255,1.3177,250,0.9,0,0.0018788,10.456,32.911,78200,88192,6.4912,297.96,162.66,1.6367,7,0,23,0,1.27,0.19093,0,0,1.3319,0,0,0,1,0,0,1
65,100,90,0,73.467,28.224,0.13177,250,0.9,0,0.0018931,10.462,32.91,78277,88279,6.4881,297.87,128.23,1.6372,7,1987.6,23,2122.8,1.2812,0.19083,32.913,23.321,1.3323,0,72.934,0,1,0,0,1
30,100,8,0,0,0.0001,269.81,0,0.6,0,1.1624,14.718,0.001,58205,62095,6.5311,297.6,253.61,0.084858,5,0,22,0,1.3064,0.1799,0,0,0.031229,0,0,0,1,0,0,2
30,100,8,0,0,0.0001,80.37,0,0.6,0,1.2137,14.71,0.00099954,58203,62097,6.5121,297.86,322.94,0.095999,5,0,22,0,0.25778,0.20016,0,0,0.035334,0,0,0,1,0,0,2
30,100,8,0,0,0.0001,0.0001,0,0.6,0,1.2632,14.699,0.00099907,58200,62099,6.4938,297.83,316.51,0.099671,5,0,22,0,-0.0059577,0.2051,0,0,0.036687,0,0,0,1,0,0,2
30,100,8,0,3.0183,0.0001,105.33,0,0.6,0,1.3111,14.681,0.00099859,58198,62101,6.4804,298.18,409.59,0.10185,5,0,22,0,-0.063824,0.20617,0,0,0.037492,0,0,0,1,0,0,2
30,100,8,0,11.364,113.86,10.533,0,0.6,0,1.3574,14.669,0.00099808,58198,62105,6.4798,298.04,371.57,0.1038,5,1305.5,22,1689.3,-0.074576,0.20636,0.001,0.48579,0.038209,0,4.0808,0,1,0,0,2
30,100,8,0,19.937,69.037,1.0533,0,0.6,0,1.4025,14.658,0.00099754,58199,62111,6.4912,297.93,343.42,0.10577,5,0,22,0,-0.074507,0.20636,0,0,0.038935,0,0,0,1,0,0,2
30,100,8,0,23.95,20.711,78.368,0,0.6,0,1.4459,14.652,0.00099699,58201,62117,6.5071,298.17,405.86,0.10782,5,0,22,0,-0.074291,0.20635,0,0,0.03969,0,0,0,1,0,0,2
30,100,8,0,21.633,99.475,7.8368,0,0.6,0,1.4875,14.631,0.00099644,58203,62123,6.5195,298.05,375.06,0.10995,5,0,22,0,-0.067637,0.20622,0,0,0.040477,0,0,0,1,0,0,2
30,100,8,0,14.361,64.291,0.78368,0,0.6,0,1.5272,14.593,0.00099593,58203,62128,6.5202,297.97,352.16,0.11219,5,0,22,0,-0.051703,0.20592,0,0,0.041301,0,0,0,1,0,0,2
30,100,8,0,6.8489,37.595,0.078368,0,0.6,0,1.565,14.559,0.00099544,58201,62131,6.5093,297.91,338.09,0.11452,5,0,22,0,-0.03568,0.20562,0,0,0.04216,0,0,0,1,0,0,2
30,100,8,0,3.7008,11.278,49.252,0,0.6,0,1.6009,14.541,0.00099496,58200,62134,6.4935,298.07,379.62,0.11695,5,0,22,0,-0.027005,0.20545,0,0,0.043057,0,0,0,1,0,0,2
30,100,8,0,6.8234,61.952,4.9252,0,0.6,0,1.6353,14.512,0.00099446,58198,62137,6.4829,298,362.11,0.11949,5,0,22,0,-0.015232,0.20523,0,0,0.043994,0,0,0,1,0,0,2
30,100,8,0,14.161,40.81,0.49252,0,0.6,0,1.6673,14.478,0.00099395,58198,62142,6.4826,297.95,347.67,0.12214,5,0,22,0,-0.00066752,0.20495,0,0,0.044972,0,0,0,1,0,0,2
30,100,8,0,21.614,12.243,50.741,0,0.6,0,1.6969,14.452,0.0009934,58200,62148,6.4901,298.12,392.2,0.12491,5,0,22,0,0.010779,0.20473,0,0,0.045994,0,0,0,1,0,0,2
30,100,8,0,26.065,68.122,5.0741,0,0.6,0,1.7243,14.424,0.00099285,58202,62155,6.503,298.05,373.97,0.1278,5,0,22,0,0.022152,0.20451,0,0,0.047059,0,0,0,1,0,0,2
30,100,15,0,25.371,47.726,0.50741,0,0.6,0,1.7642,14.397,0.00099227,58206,62163,6.5145,297.99,358.89,0.13081,5,0,22,0,0.033016,0.20431,0,0,0.048168,0,0,0,1,0,0,2
30,100,15,0,20.104,30.607,0.050741,0,0.6,0,1.802,14.374,0.00099171,58209,62171,6.5189,297.96,351.18,0.13393,5,0,22,0,0.041659,0.20414,0,0,0.049319,0,0,0,1,0,0,2
30,100,15,0,13.073,20.766,0.0050741,0,0.6,0,1.8377,14.349,0.00099118,58210,62177,6.5126,297.95,348.14,0.13717,5,0,22,0,0.050392,0.20397,0,0,0.050513,0,0,0,1,0,0,2
30,100,15,0,8.5748,15.668,0.00050741,0,0.6,0,1.8722,14.313,0.00099066,58211,62183,6.4996,297.95,347.44,0.14052,5,0,22,0,0.063903,0.20371,0,0,0.051748,0,0,0,1,0,0,2
30,100,15,0,9.2586,4.7003,23.886,0,0.6,0,1.9036,14.281,0.00099014,58211,62188,6.4879,298.05,374.26,0.14399,5,0,22,0,0.076484,0.20347,0,0,0.053029,0,0,0,1,0,0,2
30,100,15,0,14.611,37.342,2.3886,0,0.6,0,1.96,14.23,0.0009896,58213,62196,6.4842,298.03,370.22,0.1476,5,0,30,0,0.092252,0.20317,0,0,0.054361,0,0,0,1,0,0,2
30,100,15,0,21.431,33.21,0.23886,0,0.6,0,2.0134,14.196,0.00098904,58216,62206,6.4899,298.02,365.93,0.15135,5,0,30,0,0.10584,0.2029,0,0,0.055745,0,0,0,1,0,0,2
30,100,15,0,25.966,29.066,0.023886,0,0.6,0,2.0638,14.168,0.00098846,58220,62216,6.502,298.01,363.94,0.15523,5,0,30,0,0.11586,0.20271,0,0,0.05718,0,0,0,1,0,0,2
30,100,15,0,25.68,27.283,0.0023886,0,0.6,0,2.111,14.13,0.00098788,58224,62226,6.5127,298.01,363.82,0.15926,5,0,30,0,0.1292,0.20245,0,0,0.058665,0,0,0,1,0,0,2
30,100,15,0,21.118,27.572,0.00023886,0,0.6,0,2.1554,14.094,0.00098732,58227,62235,6.5163,298.01,364.75,0.16341,5,0,30,0,0.14255,0.20219,0,0,0.060199,0,0,0,1,0,0,2
30,100,15,0,15.147,29.134,0.0001,0,0.6,0,2.197,14.041,0.0009868,58227,62242,6.5099,298.02,366.32,0.16772,0,0,30,0,0.16179,0.20182,0,0,0.061788,0,0,0,1,0,0,2
30,100,15,0,11.742,31.626,0.0001,0,0.6,0,2.2346,14.001,0.00098629,58227,62249,6.4978,298.03,367.93,0.17217,0,0,30,0,0.17748,0.20152,0,0,0.063434,0,0,0,1,0,0,2
30,100,15,0,13.15,34.377,0.0001,0,0.6,0,2.2678,13.951,0.00098577,58228,62256,6.4871,298.03,370.06,0.1768,0,0,30,0,0.1955,0.20117,0,0,0.065141,0,0,0,1,0,0,2
30,100,15,0,18.844,38.016,0.0001,0,0.6,0,2.2977,13.91,0.00098524,58229,62263,6.4849,298.04,372.63,0.18159,0,0,30,0,0.2105,0.20088,0,0,0.066912,0,0,0,1,0,0,2
30,100,15,0,25.389,42.51,0.0001,0,0.6,0,2.3246,13.866,0.00098468,58232,62272,6.4927,298.05,374.88,0.18655,0,0,30,0,0.22612,0.20057,0,0,0.068745,0,0,0,1,0,0,2
30,100,15,0,28.789,46.928,0.0001,0,0.6,0,2.3471,13.808,0.00098411,58235,62282,6.5029,298.05,375.59,0.19168,0,0,30,0,0.24733,0.20017,0,0,0.070638,0,0,0,1,0,0,2
30,100,15,0,28.133,49.699,0.0001,0,0.6,0,2.3667,13.761,0.00098355,58239,62292,6.5125,298.05,375.91,0.19697,0,0,30,0,0.265,0.19982,0,0,0.072594,0,0,0,1,0,0,2
30,100,15,0,23.646,52.108,0.0001,0,0.6,0,2.382,13.716,0.000983,58241,62301,6.514,298.06,378.32,0.20245,0,0,30,0,0.27972,0.19953,0,0,0.074617,0,0,0,1,0,0,2
30,100,15,0,18.573,57.258,0.0001,0,0.6,0,2.3936,13.671,0.00098246,58242,62308,6.5078,298.07,380.87,0.20811,0,0,30,0,0.29315,0.19927,0,0,0.076709,0,0,0,1,0,0,2
30,100,15,0,16.01,62.864,0.0001,0,0.6,0,2.4016,13.616,0.00098194,58243,62315,6.4963,298.08,383.02,0.21395,0,0,30,0,0.31089,0.19892,0,0,0.078867,0,0,0,1,0,0,2
30,100,15,0,18.047,68.312,0.0001,0,0.6,0,2.4055,13.558,0.00098141,58245,62323,6.4872,298.09,385.84,0.21998,0,0,30,0,0.33047,0.19854,0,0,0.081097,0,0,0,1,0,0,2
30,100,15,0,23.669,74.937,0.0001,0,0.6,0,2.4048,13.503,0.00098085,58247,62332,6.4859,298.1,388.56,0.22623,0,0,30,0,0.34791,0.1982,0,0,0.08341,0,0,0,1,0,0,2
30,100,15,0,29.813,81.807,0.0001,0,0.6,0,2.3992,13.44,0.00098028,58251,62342,6.4921,298.11,390.09,0.23272,0,0,30,0,0.36802,0.1978,0,0,0.085809,0,0,0,1,0,0,2
30,100,15,0,33.451,87.523,0.0001,0,0.6,0,2.389,13.369,0.0009797,58255,62352,6.5006,298.11,390.86,0.23945,0,0,30,0,0.39198,0.19734,0,0,0.088298,0,0,0,1,0,0,2
30,100,15,0,33.709,92.513,0.0001,0,0.6,0,2.3724,13.296,0.00097911,58259,62363,6.5075,298.11,389.97,0.24643,0,0,30,0,0.41572,0.19687,0,0,0.090882,0,0,0,1,0,0,2
42,100,15,0,31.24,95.498,0.0001,0,0.6,0,2.3508,13.406,0.00097854,58263,62373,6.5104,298.1,389.02,0.19832,0,0,30,0,0.37429,0.19977,0,0,0.10233,0,0,0,1,0,0,2
42,100,15,0,27.6,98.323,0.0001,0,0.6,0,2.3237,13.332,0.00097798,58266,62383,6.507,298.1,387.9,0.1977,0,0,30,0,0.36874,0.19985,0,0,0.10201,0,0,0,1,0,0,2
42,100,15,0,25.329,100.81,0.0001,0,0.6,0,2.2908,13.254,0.00097742,58269,62392,6.4979,298.1,387.07,0.20259,0,0,30,0,0.39337,0.19951,0,0,0.10454,0,0,0,1,0,0,2
42,100,15,0,26.72,103.5,0.0001,0,0.6,0,2.2525,13.18,0.00097686,58272,62401,6.4899,298.1,388.24,0.20826,0,0,30,0,0.42242,0.19911,0,0,0.10747,0,0,0,1,0,0,2
42,100,15,0,31.282,108.65,0.0001,0,0.6,0,2.2075,13.108,0.00097629,58276,62411,6.4865,298.11,390.82,0.2142,0,0,30,0,0.44613,0.19877,0,0,0.11055,0,0,0,1,0,0,2
42,100,15,0,37.177,115.73,0.0001,0,0.6,0,2.1562,13.025,0.00097569,58281,62423,6.4888,298.13,395.11,0.22038,0,0,30,0,0.47622,0.19836,0,0,0.11374,0,0,0,1,0,0,2
42,100,15,0,42.142,125.31,0.0001,0,0.6,0,2.099,12.945,0.00097508,58287,62435,6.4961,298.14,399.09,0.22676,0,0,30,0,0.50595,0.19794,0,0,0.11705,0,0,0,1,0,0,2
42,100,15,0,44.189,135.04,0.0001,0,0.6,0,2.0352,12.855,0.00097447,58294,62448,6.5025,298.15,401.51,0.23337,0,0,30,0,0.5409,0.19746,0,0,0.12047,0,0,0,1,0,0,2
42,100,15,0,43.727,143.34,0.0001,0,0.6,0,1.9643,12.761,0.00097385,58300,62461,6.5076,298.16,403.99,0.2402,0,0,30,0,0.57622,0.19696,0,0,0.12401,0,0,0,1,0,0,2
42,100,15,0,41.218,152.1,0.0001,0,0.6,0,1.8868,12.676,0.00097324,58306,62473,6.5085,298.16,404.06,0.24726,0,0,30,0,0.60489,0.19656,0,0,0.12766,0,0,0,1,0,0,2
42,100,15,0,38.344,158.1,0.0001,0,0.6,0,1.8014,12.571,0.00097265,58311,62484,6.5062,298.15,401.85,0.25458,0,0,30,0,0.6425,0.19604,0,0,0.13145,0,0,0,1,0,0,2
42,100,15,0,36.407,161.26,0.0001,0,0.6,0,1.7076,12.472,0.00097206,58316,62496,6.5006,298.15,401.76,0.26216,0,0,30,0,0.67497,0.19558,0,0,0.13538,0,0,0,1,0,0,2
42,100,15,0,36.697,166.89,0.0001,0,0.6,0,1.6072,12.367,0.00097147,58321,62507,6.4959,298.17,405.85,0.26999,0,0,30,0,0.71454,0.19503,0,0,0.13944,0,0,0,1,0,0,2
42,100,15,0,38.846,177.81,0.0001,0,0.6,0,1.4986,12.276,0.00097087,58327,62518,6.4904,298.17,406.11,0.27809,0,0,30,0,0.74042,0.19466,0,0,0.14364,0,0,0,1,0,0,2
42,100,15,0,43.229,184.27,0.0001,0,0.6,0,1.3819,12.169,0.00097026,58333,62531,6.4876,298.17,406.09,0.28645,0,0,30,0,0.77792,0.19413,0,0,0.14797,0,0,0,1,0,0,2
42,100,15,0,48.702,190.51,0.0001,0,0.6,0,1.2572,12.059,0.00096963,58340,62545,6.4877,298.18,408.88,0.29508,0,0,30,0,0.81647,0.19359,0,0,0.15244,0,0,0,1,0,0,2
42,100,15,0,54.12,200.38,0.0001,0,0.6,0,1.1222,11.925,0.00096898,58349,62559,6.4908,298.18,410.56,0.304,0,0,30,0,0.8658,0.1929,0,0,0.15707,0,0,0,1,0,0,2
