X0,X1,X2,X3,X4,X5,X6,Y
30.36,80039,88700,1.72,1.72,0.19,1.64,16.17
32.92,80081,88752,1.72,1.72,0.19,1.64,16.21
35.06,80123,88804,1.72,1.73,0.19,1.64,16.24
37.89,80164,88857,1.72,1.74,0.19,1.64,16.28
39.5,80206,88909,1.72,1.74,0.19,1.65,16.32
41.7,80249,88962,1.73,1.75,0.19,1.65,16.36
43.12,80291,89015,1.73,1.76,0.19,1.65,16.4
44.99,80333,89068,1.73,1.74,0.19,1.65,16.43
45.75,80376,89122,1.73,1.75,0.19,1.65,16.47
46.64,80419,89175,1.73,1.75,0.19,1.66,16.51
48.33,80461,89229,1.74,1.75,0.19,1.66,16.55
49.51,80504,89282,1.74,1.74,0.19,1.66,16.58
50.37,80548,89337,1.74,1.75,0.19,1.66,16.62
52.32,80591,89391,1.74,1.72,0.19,1.67,16.66
54.85,80635,89446,1.75,1.72,0.19,1.67,16.7
56.92,80678,89500,1.75,1.71,0.19,1.67,16.73
59.57,80721,89554,1.75,1.75,0.19,1.67,16.77
62.66,80764,89608,1.75,1.76,0.19,1.67,16.81
65.61,80807,89662,1.76,1.75,0.19,1.68,16.85
68.52,80849,89715,1.76,1.76,0.19,1.68,16.88
68.65,80891,89768,1.76,1.75,0.19,1.68,16.92
67.91,80933,89820,1.76,1.73,0.19,1.68,16.96
66.77,80974,89873,1.76,1.75,0.19,1.69,16.99
67.4,81016,89925,1.77,1.77,0.19,1.69,17.03
68.29,81057,89977,1.77,1.76,0.19,1.69,17.07
68.25,81098,90029,1.77,1.79,0.19,1.69,17.1
67.46,81139,90081,1.77,1.82,0.19,1.69,17.14
67.78,81181,90134,1.78,1.82,0.19,1.7,17.18
67.64,81222,90186,1.78,1.84,0.19,1.7,17.21
66.71,81264,90239,1.78,1.87,0.19,1.7,17.25
66.01,81307,90293,1.78,1.84,0.19,1.7,17.29
62.99,81349,90346,1.78,1.84,0.19,1.71,17.32
60.07,81392,90400,1.79,1.84,0.19,1.71,17.36
58.73,81434,90453,1.79,1.85,0.19,1.71,17.4
58.79,81476,90506,1.79,1.86,0.19,1.71,17.43
58.04,81518,90559,1.79,1.86,0.19,1.71,17.47
56.3,81559,90611,1.8,1.87,0.19,1.72,17.51
55.66,81600,90663,1.8,1.87,0.19,1.72,17.54
53.65,81641,90715,1.8,1.85,0.19,1.72,17.58
52.74,81682,90767,1.8,1.85,0.19,1.72,17.61
51.28,81723,90819,1.8,1.84,0.19,1.72,17.65
50.63,81765,90872,1.81,1.83,0.19,1.73,17.69
49.99,81808,90926,1.81,1.83,0.19,1.73,17.72
49.03,81850,90979,1.81,1.85,0.19,1.73,17.76
49.27,81892,91033,1.81,1.85,0.19,1.73,17.79
49.19,81935,91086,1.82,1.86,0.19,1.73,17.83
49.58,81977,91139,1.82,1.87,0.19,1.74,17.87
51.18,82018,91192,1.82,1.9,0.19,1.74,17.91
53.04,82060,91245,1.82,1.87,0.19,1.74,17.94
52.04,82102,91298,1.82,1.87,0.19,1.74,17.98
51.02,82144,91351,1.83,1.88,0.19,1.74,18.02
51.52,82185,91404,1.83,1.89,0.19,1.75,18.05
51.83,82227,91456,1.83,1.89,0.19,1.75,18.09
52.44,82268,91509,1.83,1.89,0.19,1.75,18.13
52.47,82310,91562,1.83,1.88,0.19,1.75,18.16
51.84,82352,91615,1.84,1.9,0.19,1.76,18.2
50.27,82394,91668,1.84,1.91,0.19,1.76,18.24
49.11,82435,91721,1.84,1.9,0.19,1.76,18.27
46.83,82477,91773,1.84,1.89,0.19,1.76,18.31
44.77,82518,91826,1.85,1.87,0.19,1.76,18.34
42.13,82560,91878,1.85,1.86,0.19,1.76,18.38
40.3,82601,91931,1.85,1.84,0.19,1.77,18.42
38.08,81943,91183,1.84,1.84,0.19,1.76,18.45
36.05,81282,90434,1.83,1.84,0.19,1.75,18.49
35.35,80619,89681,1.81,1.85,0.19,1.73,18.53
35.57,79952,88925,1.8,1.84,0.19,1.72,18.56
37.65,79286,88170,1.79,1.84,0.19,1.71,18.6
41.51,78622,87416,1.77,1.79,0.19,1.69,18.64
42.96,77961,86665,1.76,1.77,0.19,1.68,18.68
43.19,77302,85917,1.75,1.73,0.19,1.67,18.72
43.18,76644,85170,1.73,1.72,0.19,1.66,18.76
44.12,75985,84422,1.72,1.71,0.19,1.64,18.79
45.69,76023,84471,1.72,1.72,0.19,1.64,18.83
47.42,76061,84519,1.72,1.75,0.19,1.64,18.87
49.83,76100,84570,1.72,1.74,0.19,1.64,18.91
51.05,76143,84624,1.72,1.74,0.19,1.65,18.95
51.44,76189,84681,1.72,1.71,0.19,1.65,18.99
50.25,76237,84740,1.73,1.69,0.19,1.65,19.03
49.45,76285,84800,1.73,1.7,0.19,1.65,19.07
48.69,76334,84859,1.73,1.71,0.19,1.65,19.1
48.92,76380,84917,1.73,1.71,0.19,1.66,19.14
48.73,76425,84973,1.74,1.73,0.19,1.66,19.18
51.22,76468,85027,1.74,1.74,0.19,1.66,19.22
54.13,76510,85080,1.74,1.75,0.19,1.66,19.26
57.45,76551,85132,1.74,1.73,0.19,1.66,19.3
60.29,76592,85185,1.74,1.76,0.19,1.67,19.34
63,76635,85239,1.75,1.76,0.19,1.67,19.38
64.23,76678,85293,1.75,1.77,0.19,1.67,19.42
63.18,76723,85349,1.75,1.77,0.19,1.67,19.45
62.31,76768,85406,1.75,1.76,0.19,1.67,19.49
59.19,76814,85462,1.75,1.75,0.19,1.68,19.53
55.97,76860,85519,1.76,1.74,0.19,1.68,19.57
52.89,76905,85575,1.76,1.75,0.19,1.68,19.6
49.8,76949,85631,1.76,1.75,0.19,1.68,19.64
46.9,76993,85686,1.76,1.77,0.19,1.68,19.67
45.28,77037,85740,1.76,1.77,0.19,1.68,19.71
44.98,77080,85794,1.76,1.78,0.19,1.69,19.75
43.46,77123,85848,1.77,1.79,0.19,1.69,19.79
41.91,77166,85902,1.77,1.77,0.19,1.69,19.82
39.57,77209,85956,1.77,1.77,0.19,1.69,19.86
37.46,77252,86010,1.77,1.76,0.19,1.69,19.89
35.24,77296,86065,1.77,1.78,0.19,1.69,19.93
34.18,77340,86120,1.78,1.78,0.19,1.7,19.97
33.48,77383,86175,1.78,1.78,0.19,1.7,20
32.43,77427,86229,1.78,1.77,0.19,1.7,20.04
30.63,77470,86283,1.78,1.77,0.19,1.7,20.07
28.31,77513,86337,1.78,1.76,0.19,1.7,20.11
25.42,77556,86391,1.78,1.76,0.19,1.71,20.14
23.04,77599,86445,1.79,1.76,0.19,1.71,20.18
20.34,77642,86499,1.79,1.76,0.19,1.71,20.21
6.1,77686,86554,1.79,1.77,0.19,1.71,20.25
31.47,77729,86609,1.79,1.77,0.19,1.71,20.28
31.1,77773,86663,1.79,1.76,0.19,1.71,20.31
28.9,77817,86718,1.8,1.74,0.19,1.72,20.35
26.24,77861,86773,1.8,1.72,0.19,1.72,20.38
23.96,77904,86827,1.8,1.74,0.19,1.72,20.42
22.41,77947,86881,1.8,1.74,0.19,1.72,20.45
21.16,77990,86935,1.8,1.76,0.19,1.72,20.49
21.01,78033,86989,1.8,1.75,0.19,1.72,20.52
19.7,78076,87044,1.81,1.76,0.19,1.72,20.56
18.81,78121,87100,1.81,1.78,0.19,1.73,20.6
18.31,78166,87156,1.81,1.77,0.19,1.73,20.63
17.86,78211,87213,1.81,1.79,0.19,1.73,20.67
18.49,78257,87270,1.81,1.78,0.19,1.73,20.71
18.6,78303,87327,1.81,1.77,0.19,1.73,20.74
18.61,78348,87384,1.82,1.76,0.19,1.74,20.78
19.03,78393,87441,1.82,1.75,0.19,1.74,20.82
19.14,78438,87497,1.82,1.74,0.19,1.74,20.85
18.83,78482,87552,1.82,1.73,0.19,1.74,20.89
18.15,78526,87608,1.82,1.75,0.19,1.74,20.93
18.55,78571,87664,1.82,1.74,0.19,1.74,20.97
19.11,78617,87722,1.83,1.72,0.19,1.75,21
19.36,78664,87780,1.83,1.72,0.19,1.75,21.04
19.36,78712,87840,1.83,1.73,0.19,1.75,21.08
18.9,78760,87900,1.83,1.73,0.19,1.75,21.11
18.07,78809,87961,1.83,1.73,0.19,1.75,21.15
17.97,78857,88021,1.84,1.73,0.19,1.75,21.19
18.24,78905,88080,1.84,1.72,0.19,1.76,21.22
18.53,78951,88138,1.84,1.74,0.19,1.76,21.26
19.06,78997,88196,1.84,1.77,0.19,1.76,21.3
20.41,79041,88252,1.84,1.77,0.19,1.76,21.34
21.45,79085,88308,1.84,1.77,0.19,1.76,21.38
22.86,79129,88363,1.85,1.77,0.19,1.76,21.41
24.19,79172,88419,1.85,1.77,0.19,1.77,21.45
24.2,79217,88474,1.85,1.77,0.19,1.77,21.49
23.17,79261,88530,1.85,1.77,0.19,1.77,21.52
21.19,79305,88587,1.85,1.78,0.19,1.77,21.56
19.71,79350,88643,1.85,1.77,0.19,1.77,21.6
18.41,79395,88700,1.86,1.75,0.19,1.77,21.63
15.8,79440,88757,1.86,1.75,0.19,1.77,21.67
11.74,79485,88814,1.86,1.76,0.19,1.78,21.7
8.95,79530,88870,1.86,1.75,0.19,1.78,21.74
6.39,79576,88927,1.86,1.74,0.19,1.78,21.77
3.3,79621,88985,1.86,1.72,0.19,1.78,21.81
0.4,79668,89043,1.87,1.73,0.19,1.78,21.84
0,79715,89102,1.87,1.72,0.19,1.78,21.88
0,79762,89161,1.87,1.73,0.19,1.79,21.91
5.54,79810,89221,1.87,1.74,0.19,1.79,21.95
1.78,79859,89281,1.87,1.73,0.19,1.79,21.98
0,79907,89341,1.87,1.75,0.19,1.79,22.02
0,79955,89401,1.87,1.75,0.19,1.79,22.05
0,80003,89461,1.88,1.78,0.19,1.79,22.09
6.28,79334,88701,1.87,1.85,0.19,1.78,22.13
14.39,78662,87939,1.85,1.87,0.19,1.77,22.17
24.29,77987,87172,1.84,1.88,0.19,1.76,22.22
35.57,77308,86402,1.82,1.87,0.19,1.74,22.26
48.79,76626,85629,1.81,1.88,0.19,1.73,22.31
63.29,75944,84856,1.8,1.86,0.19,1.71,22.35
77.1,75265,84086,1.78,1.84,0.19,1.7,22.4
88.88,74590,83319,1.77,1.81,0.19,1.69,22.45
99.27,73919,82557,1.75,1.76,0.19,1.67,22.49
106.83,73251,81797,1.74,1.73,0.19,1.66,22.54
113.47,73280,81839,1.73,1.72,0.19,1.66,22.58
116.63,73311,81882,1.74,1.73,0.19,1.66,22.63
117.06,73344,81927,1.74,1.74,0.19,1.66,22.67
113.24,73377,81972,1.74,1.74,0.19,1.66,22.71
107.39,73411,82018,1.74,1.76,0.19,1.66,22.75
99.38,73445,82065,1.74,1.74,0.19,1.66,22.8
91.3,73480,82112,1.74,1.74,0.19,1.67,22.84
84.47,73516,82160,1.75,1.74,0.19,1.67,22.88
78.86,73551,82208,1.75,1.75,0.19,1.67,22.92
73.78,73587,82256,1.75,1.75,0.19,1.67,22.97
68.89,73623,82304,1.75,1.74,0.19,1.67,23.01
20.67,73659,82353,1.75,1.74,0.19,1.68,23.05
96.38,73696,82403,1.76,1.73,0.19,1.68,23.09
97.45,73734,82454,1.76,1.74,0.19,1.68,23.14
93.34,73773,82505,1.76,1.72,0.19,1.68,23.18
87.82,73813,82558,1.76,1.71,0.19,1.68,23.22
81.82,73854,82611,1.76,1.71,0.19,1.68,23.26
75.34,73895,82666,1.77,1.7,0.19,1.69,23.3
68.88,73937,82720,1.77,1.7,0.19,1.69,23.34
64.53,73978,82773,1.77,1.7,0.19,1.69,23.38
59.98,74018,82826,1.77,1.71,0.19,1.69,23.42
54.79,74057,82878,1.77,1.69,0.19,1.69,23.46
49.79,74095,82929,1.77,1.68,0.19,1.69,23.5
45.73,74132,82978,1.78,1.66,0.19,1.7,23.54
42.08,74169,83027,1.78,1.67,0.19,1.7,23.58
12.62,74204,83075,1.78,1.67,0.19,1.7,23.62
61.34,74239,83122,1.78,1.68,0.19,1.7,23.66
63.88,74273,83170,1.78,1.67,0.19,1.7,23.7
64.08,74308,83217,1.78,1.69,0.19,1.7,23.74
62.65,74344,83265,1.79,1.69,0.19,1.71,23.78
60.55,74380,83314,1.79,1.67,0.19,1.71,23.82
58.66,74417,83363,1.79,1.66,0.19,1.71,23.86
54.83,74454,83413,1.79,1.67,0.19,1.71,23.9
50.86,74492,83463,1.79,1.66,0.19,1.71,23.94
45,74528,83511,1.79,1.64,0.19,1.71,23.97
39.08,74563,83558,1.79,1.65,0.19,1.71,24.01
34.23,74595,83603,1.8,1.64,0.19,1.72,24.05
29.19,74626,83646,1.8,1.66,0.19,1.72,24.09
27.02,74655,83687,1.8,1.66,0.19,1.72,24.13
24.47,74682,83726,1.8,1.67,0.19,1.72,24.17
7.34,74786,83841,1.8,1.12,0.19,1.72,24.17
8.99,74890,83956,1.8,1.06,0.19,1.72,24.18
2.7,74993,84071,1.8,1.03,0.19,1.72,24.18
0.81,75097,84187,1.8,1.01,0.19,1.72,24.19
0.24,75202,84302,1.8,1.02,0.19,1.72,24.19
26.09,75307,84419,1.81,1.01,0.19,1.72,24.2
7.83,75413,84536,1.81,1,0.19,1.73,24.2
56.98,75519,84653,1.81,0.99,0.19,1.73,24.21
17.09,75625,84770,1.81,1.01,0.19,1.73,24.21
100.11,75731,84887,1.81,1.02,0.19,1.73,24.21
67.82,75836,85003,1.81,1.02,0.19,1.73,24.22
31.15,75939,85119,1.81,1.03,0.19,1.73,24.22
9.34,76042,85233,1.81,1.03,0.19,1.73,24.22
2.8,76144,85346,1.81,1.01,0.19,1.73,24.23
0.84,76246,85459,1.81,1.01,0.19,1.73,24.23
0.25,76348,85572,1.81,1,0.19,1.73,24.23
0.08,76450,85686,1.81,0.99,0.19,1.73,24.23
31.46,76553,85800,1.81,0.99,0.19,1.73,24.23
9.44,76656,85914,1.81,1.01,0.19,1.73,24.23
62.17,76758,86028,1.81,1.01,0.19,1.73,24.23
34.61,76861,86141,1.81,1.02,0.19,1.73,24.23
10.38,76963,86255,1.81,1.02,0.19,1.73,24.23
31.79,77065,86369,1.82,1.03,0.19,1.73,24.24
9.54,77168,86483,1.82,1.03,0.19,1.73,24.24
57.96,77271,86597,1.82,1.04,0.19,1.74,24.24
30.7,77375,86712,1.82,1.04,0.19,1.74,24.24
9.21,77479,86828,1.82,1.02,0.19,1.74,24.25
2.76,77583,86944,1.82,1.04,0.19,1.74,24.25
0.83,77688,87059,1.82,1.04,0.19,1.74,24.25
28.59,77792,87174,1.82,1.05,0.19,1.74,24.26
8.58,77895,87289,1.82,1.05,0.19,1.74,24.26
57.01,77998,87404,1.82,1.06,0.19,1.74,24.27
29.61,78101,87518,1.82,1.06,0.19,1.74,24.27
8.88,78204,87632,1.82,1.04,0.19,1.74,24.28
2.66,78307,87747,1.82,1.05,0.19,1.74,24.29
0.8,78411,87862,1.82,1.06,0.19,1.74,24.29
27.85,78515,87977,1.82,1.06,0.19,1.74,24.3
8.36,78620,88093,1.82,1.09,0.19,1.74,24.31
56.05,78725,88210,1.82,1.1,0.19,1.74,24.31
16.81,78830,88326,1.82,1.11,0.19,1.74,24.32
92.78,78934,88442,1.82,1.13,0.19,1.74,24.33
63.91,79038,88557,1.83,1.15,0.19,1.74,24.34
29.72,79141,88671,1.83,1.16,0.19,1.74,24.35
8.92,79242,88784,1.83,1.17,0.19,1.75,24.36
2.67,79344,88898,1.83,1.18,0.19,1.75,24.38
0.8,79446,89011,1.83,1.18,0.19,1.75,24.39
0.24,79549,89126,1.83,1.17,0.19,1.75,24.4
0.07,79653,89241,1.83,1.17,0.19,1.75,24.41
28.01,79759,89358,1.83,1.18,0.19,1.75,24.42
8.4,79864,89475,1.83,1.16,0.19,1.75,24.43
54.71,79225,88742,1.82,1.41,0.19,1.74,24.46
34.07,78582,88007,1.81,1.44,0.19,1.73,24.49
10.22,77934,87265,1.79,1.48,0.19,1.71,24.52
38.01,77283,86521,1.78,1.49,0.19,1.7,24.55
22.91,76628,85773,1.76,1.48,0.19,1.68,24.58
6.87,75974,85025,1.75,1.46,0.19,1.67,24.61
27.17,75322,84279,1.73,1.43,0.19,1.65,24.65
8.15,74673,83537,1.72,1.39,0.19,1.64,24.68
48.06,74027,82798,1.7,1.35,0.19,1.62,24.71
33.01,73384,82061,1.69,1.33,0.19,1.61,24.74
13.37,73435,82123,1.68,1.34,0.19,1.61,24.77
4.01,73486,82185,1.68,1.36,0.19,1.61,24.8
1.2,73537,82247,1.68,1.38,0.19,1.61,24.83
0.36,73588,82310,1.68,1.39,0.19,1.61,24.87
19.62,73641,82374,1.68,1.36,0.19,1.61,24.9
5.89,73694,82438,1.69,1.36,0.19,1.61,24.93
43,73748,82503,1.69,1.35,0.19,1.61,24.96
23.92,73802,82568,1.69,1.36,0.19,1.61,24.99
7.18,73856,82632,1.69,1.35,0.19,1.61,25.02
24.72,73910,82697,1.69,1.34,0.19,1.61,25.04
7.42,73964,82762,1.69,1.35,0.19,1.61,25.07
47.85,74018,82827,1.69,1.36,0.19,1.61,25.1
27.44,74071,82891,1.69,1.37,0.19,1.61,25.13
8.23,74125,82955,1.69,1.35,0.19,1.62,25.16
26.9,74178,83019,1.69,1.35,0.19,1.62,25.19
8.07,74232,83084,1.69,1.35,0.19,1.62,25.22
50.15,74286,83149,1.69,1.35,0.19,1.62,25.25
28.72,74342,83216,1.69,1.34,0.19,1.62,25.28
8.62,74398,83283,1.69,1.32,0.19,1.62,25.3
27.81,74456,83351,1.7,1.32,0.19,1.62,25.33
8.34,74513,83419,1.7,1.34,0.19,1.62,25.36
50.52,74570,83486,1.7,1.36,0.19,1.62,25.39
30.53,74626,83553,1.7,1.37,0.19,1.62,25.42
9.16,74681,83619,1.7,1.38,0.19,1.62,25.45
30.01,74735,83684,1.7,1.38,0.19,1.62,25.48
9,74788,83749,1.7,1.37,0.19,1.62,25.51
52.33,74842,83813,1.7,1.38,0.19,1.62,25.54
35.26,74897,83879,1.7,1.39,0.19,1.62,25.57
14.14,74952,83945,1.7,1.39,0.19,1.62,25.6
4.24,75007,84011,1.7,1.38,0.19,1.63,25.63
1.27,75063,84078,1.7,1.37,0.19,1.63,25.66
0.38,75119,84144,1.7,1.38,0.19,1.63,25.69
0.11,75174,84210,1.7,1.4,0.19,1.63,25.72
0.03,75228,84275,1.7,1.4,0.19,1.63,25.75
26.7,75281,84339,1.71,1.4,0.19,1.63,25.78
8.01,75334,84403,1.71,1.4,0.19,1.63,25.82
52.43,75387,84467,1.71,1.41,0.19,1.63,25.85
36.6,75440,84531,1.71,1.42,0.19,1.63,25.88
16.89,75494,84596,1.71,1.42,0.19,1.63,25.91
5.07,75549,84662,1.71,1.42,0.19,1.63,25.94
1.52,75605,84728,1.71,1.41,0.19,1.63,25.97
0.46,75661,84795,1.71,1.41,0.19,1.63,26
20.91,75717,84862,1.71,1.41,0.19,1.63,26.03
6.27,75773,84929,1.71,1.41,0.19,1.63,26.05
43.31,75828,84994,1.71,1.42,0.19,1.63,26.08
24.57,75883,85059,1.71,1.42,0.19,1.64,26.11
7.37,75936,85124,1.71,1.44,0.19,1.64,26.14
26.08,75990,85188,1.71,1.42,0.19,1.64,26.17
7.82,76044,85253,1.71,1.43,0.19,1.64,26.2
48.41,76099,85318,1.71,1.44,0.19,1.64,26.23
28.9,76155,85385,1.72,1.44,0.19,1.64,26.26
8.67,76212,85452,1.72,1.44,0.19,1.64,26.28
28.26,76269,85521,1.72,1.42,0.19,1.64,26.31
8.48,76327,85589,1.72,1.42,0.19,1.64,26.34
50.05,76385,85658,1.72,1.42,0.19,1.64,26.37
28.45,76443,85727,1.72,1.42,0.19,1.64,26.4
8.53,76501,85795,1.72,1.41,0.19,1.64,26.42
26.42,76558,85863,1.72,1.43,0.19,1.64,26.45
7.93,76614,85929,1.72,1.43,0.19,1.64,26.48
47.55,76669,85995,1.72,1.44,0.19,1.64,26.51
25.63,76725,86061,1.72,1.4,0.19,1.64,26.53
7.69,76781,86128,1.72,1.39,0.19,1.64,26.56
25.1,76838,86196,1.72,1.38,0.19,1.64,26.59
7.53,76896,86264,1.72,1.39,0.19,1.65,26.61
47.56,76954,86333,1.72,1.4,0.19,1.65,26.64
25.79,77013,86403,1.72,1.39,0.19,1.65,26.67
7.74,77072,86472,1.72,1.39,0.19,1.65,26.69
25.2,77130,86541,1.72,1.4,0.19,1.65,26.72
7.56,77188,86608,1.72,1.41,0.19,1.65,26.74
48.87,77244,86675,1.73,1.43,0.19,1.65,26.77
26.14,77301,86743,1.73,1.45,0.19,1.65,26.8
7.84,77360,86812,1.73,1.45,0.19,1.65,26.82
2.35,77419,86882,1.73,1.45,0.19,1.65,26.85
0.71,77480,86953,1.73,1.45,0.19,1.65,26.88
26.16,77541,87025,1.73,1.44,0.19,1.65,26.9
7.85,77604,87099,1.73,1.43,0.19,1.65,26.93
51.22,77667,87173,1.73,1.43,0.19,1.65,26.95
26.11,77731,87247,1.73,1.4,0.19,1.65,26.98
7.83,77795,87321,1.73,1.4,0.19,1.65,27
2.35,77858,87395,1.73,1.39,0.19,1.65,27.03
0.7,77921,87469,1.73,1.41,0.19,1.65,27.05
24.87,77983,87541,1.73,1.43,0.19,1.65,27.08
7.46,78044,87612,1.73,1.42,0.19,1.65,27.1
50.67,78103,87682,1.73,1.41,0.19,1.65,27.13
27.22,78161,87751,1.73,1.43,0.19,1.66,27.15
8.17,78218,87818,1.73,1.43,0.19,1.66,27.18
26.19,78275,87885,1.73,1.45,0.19,1.66,27.21
7.86,78331,87952,1.73,1.45,0.19,1.66,27.23
48.81,78389,88021,1.73,1.44,0.19,1.66,27.26
27.29,78449,88091,1.74,1.41,0.19,1.66,27.28
8.19,77816,87362,1.73,1.39,0.19,1.65,27.31
26.73,77182,86633,1.71,1.39,0.19,1.63,27.33
8.02,76546,85901,1.7,1.4,0.19,1.62,27.36
52.6,75901,85161,1.68,1.45,0.19,1.61,27.39
37.42,75253,84417,1.67,1.46,0.19,1.59,27.42
11.23,74602,83671,1.65,1.47,0.19,1.58,27.46
42.28,73952,82925,1.64,1.45,0.19,1.56,27.49
30.65,73304,82182,1.62,1.41,0.19,1.55,27.52
9.19,72660,81441,1.61,1.36,0.19,1.54,27.55
32.05,72020,80706,1.6,1.31,0.19,1.52,27.58
15.84,72078,80774,1.59,1.28,0.19,1.52,27.61
4.75,72141,80848,1.59,1.23,0.19,1.52,27.64
1.43,72210,80927,1.59,1.2,0.19,1.52,27.66
0.43,72283,81011,1.59,1.17,0.19,1.52,27.68
22.6,72359,81098,1.59,1.17,0.19,1.52,27.7
6.78,72437,81186,1.59,1.18,0.19,1.52,27.73
50.36,72515,81275,1.6,1.18,0.19,1.52,27.75
28.9,72591,81362,1.6,1.2,0.19,1.52,27.77
8.67,72665,81447,1.6,1.2,0.19,1.52,27.79
30.91,72736,81528,1.6,1.23,0.19,1.53,27.81
9.27,72804,81607,1.6,1.27,0.19,1.53,27.84
58.81,72868,81681,1.6,1.27,0.19,1.53,27.86
40.34,72929,81753,1.6,1.28,0.19,1.53,27.89
12.1,72987,81822,1.6,1.31,0.19,1.53,27.92
41.48,73044,81889,1.6,1.33,0.19,1.53,27.94
25.91,73100,81956,1.6,1.36,0.19,1.53,27.97
7.77,73157,82023,1.6,1.36,0.19,1.53,28
28,73215,82092,1.6,1.36,0.19,1.53,28.03
8.4,73275,82163,1.6,1.36,0.19,1.53,28.05
47.81,73338,82236,1.6,1.37,0.19,1.53,28.08
31.68,73403,82312,1.6,1.37,0.19,1.53,28.1
9.5,73470,82390,1.61,1.37,0.19,1.53,28.12
28.09,73537,82468,1.61,1.37,0.19,1.53,28.15
8.43,73604,82546,1.61,1.37,0.19,1.53,28.17
45.16,73671,82623,1.61,1.39,0.19,1.53,28.19
29.45,73736,82699,1.61,1.41,0.19,1.54,28.22
8.84,73801,82775,1.61,1.4,0.19,1.54,28.24
26.92,73864,82849,1.61,1.42,0.19,1.54,28.27
10.47,73927,82923,1.61,1.41,0.19,1.54,28.29
3.14,73990,82997,1.61,1.4,0.19,1.54,28.32
0.94,74054,83072,1.61,1.39,0.19,1.54,28.34
0.28,74119,83147,1.61,1.38,0.19,1.54,28.36
0.08,74186,83225,1.61,1.38,0.19,1.54,28.38
0.03,74254,83304,1.61,1.35,0.19,1.54,28.4
27.85,74325,83385,1.61,1.33,0.19,1.54,28.42
8.36,74398,83468,1.61,1.32,0.19,1.54,28.44
56.13,74472,83553,1.62,1.3,0.19,1.54,28.46
35.79,74548,83640,1.62,1.29,0.19,1.54,28.47
10.74,74624,83727,1.62,1.3,0.19,1.54,28.49
35.03,74700,83814,1.62,1.3,0.19,1.54,28.51
10.51,74795,83918,1.84,1.26,0.19,1.53,28.52
58.2,74888,84023,1.86,1.28,0.19,1.54,28.53
37.03,74981,84126,1.86,1.29,0.19,1.54,28.54
11.11,75074,84230,1.86,1.27,0.19,1.54,28.55
34.57,75167,84333,1.86,1.26,0.19,1.54,28.56
10.37,75260,84436,1.86,1.27,0.19,1.54,28.57
56.51,75352,84539,1.87,1.28,0.19,1.54,28.58
34.55,75444,84642,1.87,1.29,0.19,1.55,28.59
10.37,75535,84744,1.87,1.31,0.19,1.55,28.6
30.98,75625,84844,1.87,1.31,0.19,1.55,28.61
9.29,75714,84944,1.87,1.32,0.19,1.55,28.62
53.08,75802,85043,1.87,1.31,0.19,1.55,28.63
28.27,75891,85143,1.87,1.33,0.19,1.55,28.64
8.48,75980,85243,1.87,1.33,0.19,1.55,28.65
26.26,76071,85343,1.87,1.32,0.19,1.55,28.66
7.88,76163,85446,1.87,1.31,0.19,1.55,28.67
50.15,76257,85551,1.87,1.3,0.19,1.55,28.68
15.04,76354,85659,1.87,1.31,0.19,1.55,28.69
83.97,76452,85767,1.87,1.31,0.19,1.55,28.7
58.53,76551,85877,1.87,1.32,0.19,1.55,28.71
26.78,76649,85986,1.87,1.33,0.19,1.55,28.72
8.03,76747,86094,1.88,1.34,0.19,1.55,28.72
2.41,76842,86200,1.88,1.36,0.19,1.55,28.73
0.72,76934,86303,1.88,1.38,0.19,1.55,28.74
0.22,77023,86403,1.88,1.4,0.19,1.55,28.76
0.07,77109,86499,1.88,1.42,0.19,1.56,28.77
28.96,77192,86593,1.88,1.45,0.19,1.56,28.78
8.69,77273,86686,1.88,1.46,0.19,1.56,28.79
59.18,77354,86777,1.88,1.46,0.19,1.56,28.81
27.89,77434,86868,1.88,1.48,0.19,1.56,28.82
8.37,77514,86959,1.88,1.48,0.19,1.56,28.84
2.51,77596,87052,1.88,1.49,0.19,1.56,28.85
0.75,77678,87145,1.88,1.47,0.19,1.56,28.86
27.86,77762,87240,1.88,1.46,0.19,1.56,28.87
8.36,77848,87336,1.88,1.45,0.19,1.56,28.89
58.9,77934,87433,1.88,1.45,0.19,1.56,28.9
17.67,78022,87532,1.89,1.44,0.19,1.56,28.91
99.13,78111,87631,1.89,1.44,0.19,1.56,28.91
65.92,78200,87731,1.89,1.42,0.19,1.56,28.92
28.91,78288,87830,1.89,1.43,0.19,1.56,28.93
8.67,78376,87929,1.89,1.46,0.19,1.56,28.94
2.6,78462,88025,1.89,1.45,0.19,1.56,28.95
0.78,78546,88119,1.89,1.46,0.19,1.56,28.96
0.23,78628,88212,1.89,1.45,0.19,1.57,28.97
0.07,78708,88303,1.89,1.46,0.19,1.57,28.98
29.51,78787,88393,1.89,1.46,0.19,1.57,28.99
8.85,78866,88482,1.89,1.47,0.19,1.57,29
59.26,78944,88570,1.89,1.48,0.19,1.57,29.01
17.78,79022,88658,1.89,1.48,0.19,1.57,29.02
98.43,79100,88747,1.89,1.47,0.19,1.57,29.03
60.42,78485,88036,1.88,1.46,0.19,1.56,29.04
18.13,77869,87323,1.87,1.46,0.19,1.55,29.05
49.51,77250,86607,1.85,1.44,0.19,1.53,29.07
14.85,76623,85885,1.84,1.47,0.19,1.52,29.08
79.03,75993,85159,1.82,1.48,0.19,1.51,29.1
